              0	   1144	     19	      7	     18	    887	     21	      7	     18	     -9	      4	      0	      2
              1	   1128	    112	     49	    105	    919	    125	     45	    108	     -9	     26	      2	     14
              2	   1048	    293	    149	    270	    903	    319	    136	    270	     70	     61	      7	     30
              3	   1080	    468	    286	    418	    887	    484	    256	    399	     54	     80	     12	     32
              4	   1144	    538	    396	    456	    887	    514	    345	    403	     -9	     65	     14	     13
              5	   1208	    517	    431	    405	    887	    451	    368	    326	    -41	     45	     15	     -1
              6	   1192	    476	    394	    338	    887	    402	    333	    265	      6	     49	     17	      7
              7	   1160	    455	    326	    293	    903	    403	    278	    249	     38	     69	     18	     26
              8	   1160	    457	    266	    268	    887	    421	    231	    249	     22	     73	     15	     28
              9	   1192	    469	    235	    255	    887	    419	    201	    230	    -25	     51	      6	      6
             10	   1208	    484	    228	    246	    903	    395	    179	    192	    -25	     25	     -7	    -18
             11	   1240	    496	    229	    234	    855	    365	    156	    149	    -57	     14	    -21	    -28
             12	   1256	    500	    225	    217	    855	    343	    126	    114	    -25	     14	    -33	    -27
             13	   1256	    502	    211	    198	    839	    327	     91	     86	    -57	      8	    -43	    -32
             14	   1272	    505	    188	    182	    839	    310	     56	     58	    -73	     -7	    -48	    -47
             15	   1272	    507	    158	    165	    807	    287	     21	     26	    -73	    -18	    -45	    -57
             16	   1288	    493	    121	    134	    807	    261	    -10	     -8	    -73	     -9	    -36	    -47
             17	   1272	    458	     81	     84	    775	    236	    -38	    -40	    -73	     16	    -25	    -19
             18	   1208	    418	     42	     30	    775	    218	    -61	    -64	     -9	     34	    -17	      0
             19	   1192	    397	      9	     -3	    759	    208	    -79	    -80	    -25	     26	    -15	     -7
             20	   1224	    396	    -19	    -16	    775	    202	    -91	    -90	    -73	      3	    -15	    -28
             21	   1240	    392	    -46	    -29	    775	    199	    -97	    -96	    -89	     -2	    -14	    -32
             22	   1208	    369	    -72	    -61	    775	    199	    -96	    -97	    -57	     17	     -8	    -10
             23	   1176	    338	    -92	    -99	    791	    207	    -89	    -90	     -9	     38	     -4	     13
