              0	    148	      4	      1	      3	     66	      3	      1	      4	   -189	     -5	      0	     -2
              1	    128	     24	     10	     20	     76	     18	     13	     25	   -173	    -31	     -2	    -14
              2	    165	     64	     31	     53	    102	     48	     40	     69	   -208	    -74	     -6	    -31
              3	    209	    103	     60	     85	    156	     78	     78	    111	   -197	   -103	    -10	    -32
              4	    184	    117	     83	     95	    128	     87	    110	    125	   -167	    -96	    -13	    -12
              5	    180	    107	     88	     84	    112	     76	    121	    115	   -150	    -81	    -16	      3
              6	    181	     90	     75	     67	    118	     59	    111	     98	   -173	    -95	    -22	     -8
              7	    177	     73	     52	     48	    103	     41	     89	     84	   -234	   -127	    -25	    -33
              8	    152	     57	     31	     30	     88	     23	     68	     70	   -251	   -140	    -20	    -37
              9	    125	     47	     19	     18	     56	      6	     55	     58	   -195	   -120	     -4	    -11
             10	    141	     49	     18	     19	     49	      0	     54	     53	   -156	    -91	     15	     22
             11	    158	     59	     24	     28	     70	      1	     59	     59	   -184	    -82	     28	     36
             12	    169	     67	     31	     35	     72	      4	     63	     65	   -206	    -97	     23	     25
             13	    164	     66	     36	     34	     50	     -2	     61	     62	   -208	   -128	      0	     -1
             14	    161	     66	     38	     33	     52	    -20	     49	     48	   -267	   -169	    -38	    -37
             15	    153	     72	     39	     39	     23	    -42	     31	     29	   -284	   -214	    -78	    -79
             16	    196	     79	     41	     47	    -16	    -64	      9	     10	   -355	   -253	   -109	   -115
             17	    193	     78	     44	     46	      4	    -85	     -9	     -7	   -378	   -269	   -123	   -130
             18	    163	     72	     47	     41	    -39	   -106	    -24	    -25	   -346	   -263	   -125	   -122
             19	    168	     72	     49	     43	    -54	   -121	    -33	    -37	   -337	   -252	   -120	   -110
             20	    178	     78	     47	     50	    -70	   -127	    -39	    -40	   -339	   -250	   -114	   -108
             21	    201	     74	     37	     47	    -46	   -131	    -47	    -42	   -351	   -253	   -106	   -111
             22	    166	     49	     20	     24	    -57	   -144	    -59	    -53	   -352	   -243	    -93	   -102
             23	    104	     18	      2	     -5	   -109	   -167	    -75	    -75	   -299	   -217	    -73	    -76
             24	    107	      1	    -10	    -20	   -109	   -188	    -90	    -94	   -273	   -185	    -49	    -46
             25	    126	      4	    -16	    -15	   -120	   -195	    -97	   -101	   -251	   -160	    -26	    -23
             26	    128	      9	    -16	     -8	   -110	   -190	    -95	    -95	   -252	   -145	    -12	    -11
             27	    110	      2	    -16	    -12	    -93	   -180	    -85	    -84	   -232	   -138	    -10	     -7
             28	    106	    -11	    -20	    -24	    -87	   -167	    -72	    -72	   -230	   -139	    -16	    -12
             29	     84	    -20	    -26	    -32	    -87	   -154	    -60	    -59	   -228	   -148	    -23	    -25
             30	     90	    -22	    -32	    -31	    -59	   -144	    -53	    -49	   -255	   -154	    -25	    -35
             31	    112	    -23	    -37	    -30	    -34	   -140	    -48	    -47	   -253	   -141	    -20	    -27
             32	     93	    -27	    -35	    -31	    -62	   -138	    -43	    -47	   -197	   -115	    -11	     -6
             33	     75	    -24	    -22	    -26	    -57	   -127	    -32	    -37	   -190	    -95	     -4	      8
             34	    111	     -6	      1	     -6	    -13	   -103	    -15	    -15	   -173	    -95	     -3	      3
             35	    166	     22	     27	     23	     29	    -78	      1	      6	   -205	   -101	     -1	     -8
             36	    161	     45	     45	     48	     14	    -65	     12	     15	   -201	    -90	      9	     -3
