              0	    560	     28	      6	     18	   -111	      4	      0	      0	    260	      0	      1	      2
              1	    587	    162	     40	    103	    -93	     26	      0	      4	    266	      3	      7	     16
              2	    558	    408	    118	    255	   -119	     66	      0	      9	    250	     11	     24	     43
              3	    510	    603	    214	    365	   -122	     95	      0	     11	    285	     26	     47	     69
              4	    452	    599	    274	    335	   -138	     86	     -1	      1	    316	     42	     70	     80
              5	    435	    462	    267	    215	   -156	     56	     -2	    -11	    321	     58	     85	     80
              6	    301	    358	    213	    126	   -193	     39	      0	    -14	    342	     74	     93	     81
              7	    298	    353	    145	    115	   -180	     47	      1	      0	    366	     92	     97	     91
              8	    337	    380	     89	    128	   -169	     56	     -2	     11	    397	    110	    100	    102
              9	    330	    359	     49	    100	   -185	     38	    -17	     -1	    398	    121	    100	    106
             10	    213	    289	     21	     29	   -243	     -6	    -38	    -37	    415	    122	     94	     97
             11	    118	    235	      8	    -23	   -302	    -47	    -54	    -70	    409	    114	     79	     79
             12	    191	    242	     11	    -18	   -305	    -55	    -56	    -72	    396	    102	     60	     59
             13	    253	    287	     21	     23	   -275	    -33	    -45	    -44	    383	     91	     40	     40
             14	    231	    317	     27	     52	   -256	    -12	    -32	    -16	    401	     83	     25	     24
             15	    207	    304	     18	     39	   -276	    -14	    -25	    -11	    394	     79	     16	     12
             16	    167	    261	     -4	     -3	   -307	    -38	    -28	    -29	    383	     84	     13	     10
             17	    165	    214	    -30	    -49	   -318	    -64	    -35	    -49	    410	     96	     10	     15
             18	    117	    190	    -48	    -72	   -343	    -72	    -38	    -51	    432	    104	      7	     17
             19	     51	    201	    -54	    -60	   -343	    -62	    -35	    -34	    437	    100	      3	      6
             20	    139	    223	    -57	    -36	   -321	    -50	    -31	    -18	    422	     92	      2	     -7
             21	    161	    218	    -67	    -38	   -328	    -57	    -31	    -18	    411	     99	      6	     -5
             22	     97	    176	    -83	    -78	   -357	    -79	    -34	    -36	    456	    125	     14	     15
             23	    -24	    137	    -90	   -114	   -397	    -97	    -35	    -49	    518	    146	     18	     32
             24	     36	    147	    -74	   -101	   -389	    -92	    -29	    -39	    487	    142	     14	     24
             25	    138	    205	    -36	    -39	   -349	    -69	    -15	    -12	    446	    119	      1	     -2
             26	    160	    268	      8	     27	   -340	    -48	      0	     12	    460	    101	    -11	    -23
             27	    163	    296	     38	     59	   -348	    -43	     13	     21	    458	    101	    -19	    -26
             28	    152	    283	     42	     50	   -360	    -48	     22	     19	    480	    112	    -22	    -18
             29	    135	    243	     25	     14	   -354	    -50	     30	     20	    478	    118	    -23	    -13
             30	    120	    202	      0	    -21	   -340	    -43	     38	     29	    473	    113	    -24	    -19
             31	      5	    181	    -24	    -38	   -361	    -32	     42	     43	    489	    104	    -26	    -30
             32	     37	    180	    -44	    -34	   -349	    -30	     37	     48	    471	    102	    -26	    -33
             33	     70	    171	    -65	    -38	   -359	    -45	     22	     34	    479	    110	    -21	    -25
             34	     26	    131	    -88	    -72	   -388	    -77	      2	      4	    516	    124	    -14	    -11
             35	    -78	     80	   -104	   -118	   -442	   -105	    -10	    -22	    515	    132	     -7	     -2
             36	   -120	     61	   -104	   -132	   -452	   -108	    -10	    -24	    529	    131	     -4	     -3
             37	    -21	     91	    -85	    -97	   -404	    -85	      1	      0	    506	    126	     -3	     -6
             38	     20	    137	    -58	    -45	   -390	    -58	     16	     26	    515	    124	     -5	     -7
             39	     -7	    157	    -43	    -19	   -389	    -52	     19	     32	    530	    124	     -6	     -6
             40	    -28	    138	    -47	    -33	   -425	    -72	      7	     12	    536	    121	     -7	     -7
             41	    -59	     94	    -65	    -71	   -445	   -104	    -13	    -20	    513	    118	     -6	     -8
             42	    -57	     54	    -82	   -105	   -464	   -128	    -32	    -44	    506	    121	     -4	     -3
             43	   -133	     44	    -86	   -109	   -495	   -132	    -40	    -48	    563	    126	     -1	      4
             44	   -129	     67	    -79	    -79	   -472	   -117	    -38	    -34	    546	    127	      5	      7
             45	    -51	     91	    -75	    -47	   -454	   -102	    -32	    -20	    534	    125	     15	      8
             46	    -52	     78	    -82	    -54	   -448	   -101	    -28	    -20	    547	    133	     28	     19
             47	   -127	     27	    -97	    -98	   -474	   -111	    -28	    -31	    565	    151	     39	     40
             48	   -240	    -13	   -101	   -131	   -496	   -117	    -28	    -38	    606	    161	     40	     52
             49	   -160	      3	    -81	   -107	   -471	   -107	    -24	    -30	    577	    145	     29	     39
             50	    -65	     66	    -37	    -35	   -439	    -88	    -15	    -12	    529	    111	     11	      8
             51	    -50	    127	     10	     33	   -446	    -72	     -5	      1	    510	     82	     -5	    -17
             52	    -44	    150	     42	     65	   -453	    -65	      1	      7	    523	     74	    -13	    -21
             53	    -52	    133	     54	     57	   -437	    -66	      5	      6	    514	     85	    -11	     -8
             54	    -51	    101	     52	     34	   -428	    -68	      8	      2	    542	     95	     -6	      4
             55	    -79	     83	     51	     26	   -451	    -65	     12	      4	    533	     91	     -4	      2
             56	   -140	     96	     61	     50	   -447	    -53	     18	     14	    516	     74	    -10	    -11
             57	    -44	    126	     74	     91	   -418	    -38	     21	     28	    514	     56	    -18	    -26
             58	    -21	    135	     83	    112	   -411	    -34	     20	     31	    479	     48	    -25	    -32
             59	    -60	    106	     84	     94	   -420	    -46	     15	     18	    514	     50	    -28	    -27
             60	   -158	     67	     86	     67	   -467	    -60	     13	      5	    511	     53	    -29	    -22
             61	   -141	     63	    102	     75	   -458	    -55	     20	      8	    493	     48	    -31	    -25
             62	    -58	     99	    133	    125	   -397	    -32	     35	     32	    504	     38	    -33	    -33
             63	    -33	    141	    166	    180	   -402	     -5	     52	     58	    489	     30	    -33	    -39
             64	    -57	    153	    184	    206	   -395	      7	     61	     70	    488	     32	    -29	    -35
             65	    -79	    123	    178	    190	   -401	      0	     56	     63	    506	     43	    -22	    -23
             66	   -121	     67	    154	    148	   -414	    -23	     42	     40	    532	     55	    -14	    -10
             67	   -130	     10	    126	    106	   -430	    -49	     25	     14	    511	     59	    -10	     -4
             68	   -261	    -20	    108	     90	   -480	    -61	     15	      3	    528	     55	    -10	     -7
             69	   -237	    -21	    100	    104	   -473	    -55	      9	     10	    517	     46	    -11	    -15
             70	   -184	    -23	     92	    116	   -426	    -46	      5	     19	    519	     42	     -9	    -17
             71	   -222	    -62	     73	     92	   -447	    -57	     -3	      9	    509	     50	     -4	     -9
             72	   -345	   -131	     44	     38	   -505	    -86	    -15	    -17	    533	     63	      0	      4
             73	   -430	   -190	     16	     -4	   -518	   -107	    -23	    -38	    565	     70	      1	     11
             74	   -378	   -213	      0	    -12	   -505	   -103	    -19	    -32	    523	     61	     -3	      3
             75	   -370	   -215	     -4	      0	   -479	    -77	     -7	     -5	    520	     44	     -9	    -13
             76	   -436	   -223	     -7	      5	   -456	    -54	      4	     18	    516	     36	     -9	    -20
             77	   -463	   -248	    -15	     -4	   -466	    -53	      8	     21	    524	     47	      0	     -8
             78	   -474	   -286	    -33	    -29	   -484	    -71	      4	      4	    551	     72	     13	     16
             79	   -490	   -334	    -55	    -63	   -484	    -90	     -1	    -12	    566	     92	     23	     36
             80	   -550	   -375	    -73	    -92	   -504	    -93	     -1	    -14	    579	     90	     23	     34
             81	   -636	   -391	    -84	    -96	   -505	    -78	      3	      1	    554	     69	     16	     14
             82	   -578	   -388	    -94	    -81	   -459	    -61	      8	     20	    521	     49	      9	     -4
