              0	  31946	   -737	   -253	   -672	  -4450	    -88	    -33	    -86	   -663	    -15	     -5	    -14
              1	  31946	  -4253	  -1645	  -3838	  -4402	   -512	   -218	   -495	   -683	    -86	    -32	    -80
              2	  31946	 -10860	  -4935	  -9654	  -4409	  -1321	   -659	  -1257	   -676	   -215	    -98	   -196
              3	  31946	 -16575	  -9257	 -14342	  -4517	  -2047	  -1245	  -1897	   -630	   -319	   -183	   -283
              4	  31946	 -17706	 -12480	 -14583	  -4548	  -2237	  -1694	  -1978	   -610	   -332	   -246	   -279
              5	  31946	 -15591	 -13226	 -11814	  -4580	  -2018	  -1816	  -1653	   -632	   -291	   -258	   -226
              6	  31946	 -13795	 -11847	  -9443	  -4597	  -1799	  -1648	  -1341	   -627	   -264	   -226	   -188
              7	  31946	 -13649	  -9686	  -8669	  -4584	  -1759	  -1366	  -1216	   -644	   -260	   -178	   -172
              8	  31946	 -14120	  -7899	  -8475	  -4496	  -1808	  -1124	  -1181	   -629	   -252	   -141	   -152
              9	  31946	 -14108	  -6868	  -7835	  -4597	  -1819	   -976	  -1108	   -600	   -242	   -128	   -129
             10	  31946	 -13592	  -6336	  -6753	  -4557	  -1757	   -890	   -965	   -596	   -253	   -134	   -130
             11	  31946	 -13073	  -5879	  -5713	  -4625	  -1662	   -810	   -795	   -654	   -284	   -144	   -150
             12	  31946	 -12789	  -5247	  -4932	  -4420	  -1587	   -709	   -651	   -743	   -298	   -140	   -155
             13	  31946	 -12613	  -4445	  -4288	  -4454	  -1558	   -593	   -557	   -648	   -272	   -117	   -120
             14	  31946	 -12378	  -3606	  -3622	  -4562	  -1552	   -481	   -491	   -589	   -228	    -82	    -67
             15	  31946	 -12066	  -2848	  -2925	  -4599	  -1531	   -387	   -415	   -595	   -203	    -47	    -34
             16	  31946	 -11749	  -2209	  -2264	  -4423	  -1489	   -312	   -323	   -622	   -202	    -21	    -26
             17	  31946	 -11466	  -1661	  -1676	  -4552	  -1451	   -252	   -240	   -621	   -200	     -2	    -17
             18	  31946	 -11202	  -1157	  -1149	  -4551	  -1436	   -201	   -187	   -588	   -181	     11	      7
             19	  31946	 -10933	   -673	   -657	  -4572	  -1431	   -148	   -148	   -556	   -159	     22	     34
             20	  31946	 -10653	   -209	   -196	  -4545	  -1410	    -87	    -98	   -578	   -155	     32	     43
             21	  31946	 -10373	    218	    223	  -4600	  -1359	    -14	    -24	   -602	   -166	     41	     36
             22	  31946	 -10099	    600	    596	  -4487	  -1287	     65	     66	   -600	   -171	     50	     34
             23	  31946	  -9830	    933	    926	  -4480	  -1214	    142	    152	   -586	   -158	     56	     49
             24	  31946	  -9562	   1221	   1217	  -4475	  -1158	    206	    216	   -585	   -142	     55	     67
             25	  31946	  -9294	   1470	   1470	  -4401	  -1125	    253	    253	   -605	   -147	     44	     64
