              0	  13297	    322	    103	    277	   7285	    177	     54	    144	    117	      3	      0	     -3
              1	  13264	   1853	    673	   1581	   7267	   1024	    356	    827	     95	     24	     -5	    -20
              2	  13165	   4721	   2015	   3968	   7234	   2621	   1072	   2086	    111	     70	    -14	    -45
              3	  13063	   7175	   3770	   5872	   7245	   4017	   2015	   3110	    165	    129	    -21	    -54
              4	  12970	   7609	   5065	   5929	   7272	   4321	   2727	   3184	    197	    181	    -17	    -28
              5	  12893	   6628	   5340	   4747	   7274	   3842	   2906	   2606	    238	    218	      0	     13
              6	  12830	   5807	   4749	   3749	   7267	   3430	   2626	   2107	    260	    239	     19	     40
              7	  12754	   5726	   3847	   3428	   7264	   3410	   2174	   1949	    281	    249	     34	     41
              8	  12689	   5921	   3104	   3353	   7233	   3542	   1800	   1921	    288	    254	     42	     30
              9	  12692	   5892	   2671	   3081	   7280	   3558	   1584	   1798	    253	    267	     48	     33
             10	  12580	   5627	   2441	   2611	   7251	   3443	   1473	   1570	    311	    293	     56	     55
             11	  12479	   5361	   2240	   2158	   7198	   3318	   1378	   1342	    350	    320	     67	     79
             12	  12435	   5214	   1969	   1828	   7200	   3250	   1250	   1174	    354	    338	     83	     92
             13	  12417	   5127	   1626	   1565	   7199	   3219	   1088	   1046	    345	    350	    103	    100
             14	  12348	   5007	   1265	   1286	   7176	   3181	    917	    921	    369	    370	    128	    117
             15	  12250	   4836	    933	    975	   7162	   3116	    756	    782	    416	    402	    154	    147
             16	  12190	   4657	    654	    673	   7146	   3028	    609	    631	    443	    433	    174	    178
             17	  12143	   4511	    425	    418	   7083	   2928	    473	    475	    433	    445	    181	    191
             18	  12115	   4407	    236	    220	   7025	   2830	    346	    331	    419	    432	    172	    179
             19	  12083	   4332	     72	     67	   6984	   2750	    230	    214	    410	    400	    152	    150
             20	  12112	   4261	    -76	    -65	   6936	   2688	    125	    125	    365	    364	    128	    118
             21	  12165	   4169	   -215	   -203	   6989	   2623	     30	     44	    300	    342	    110	    102
             22	  12079	   4056	   -344	   -348	   6913	   2538	    -58	    -48	    326	    337	     99	    102
             23	  12017	   3945	   -461	   -476	   6816	   2439	   -142	   -147	    336	    332	     93	    105
             24	  12040	   3852	   -563	   -572	   6798	   2347	   -217	   -230	    294	    313	     87	     94
             25	  12065	   3766	   -656	   -647	   6781	   2270	   -283	   -289	    245	    285	     80	     75
             26	  12009	   3660	   -743	   -728	   6727	   2197	   -343	   -336	    232	    261	     71	     61
             27	  11933	   3531	   -824	   -820	   6677	   2112	   -399	   -389	    232	    248	     63	     59
             28	  11899	   3401	   -892	   -901	   6632	   2011	   -453	   -450	    205	    235	     51	     57
             29	  11888	   3292	   -936	   -950	   6561	   1907	   -502	   -508	    161	    210	     35	     45
             30	  11869	   3212	   -955	   -959	   6503	   1813	   -541	   -549	    130	    169	     14	     18
             31	  11836	   3149	   -952	   -942	   6461	   1734	   -567	   -570	    108	    124	     -7	    -14
             32	  11910	   3082	   -936	   -921	   6427	   1661	   -585	   -580	     19	     87	    -26	    -36
             33	  11886	   2997	   -914	   -910	   6404	   1578	   -602	   -596	      6	     65	    -41	    -44
             34	  11825	   2905	   -887	   -898	   6309	   1479	   -623	   -624	      9	     46	    -55	    -47
             35	  11827	   2825	   -853	   -867	   6246	   1371	   -651	   -657	    -27	     15	    -73	    -63
             36	  11853	   2763	   -812	   -813	   6188	   1266	   -681	   -684	   -101	    -31	    -95	    -94
             37	  11865	   2698	   -770	   -758	   6119	   1168	   -708	   -703	   -149	    -76	   -116	   -123
             38	  11825	   2614	   -729	   -717	   6058	   1078	   -719	   -711	   -161	   -104	   -129	   -136
             39	  11788	   2515	   -688	   -688	   6030	   1003	   -704	   -703	   -177	   -116	   -131	   -132
             40	  11771	   2420	   -641	   -653	   6011	    956	   -656	   -666	   -195	   -117	   -122	   -118
             41	  11765	   2343	   -586	   -597	   6023	    948	   -576	   -589	   -199	   -116	   -106	   -101
             42	  11760	   2281	   -524	   -525	   6092	    971	   -479	   -481	   -198	   -116	    -87	    -86
             43	  11723	   2217	   -466	   -455	   6140	    994	   -385	   -373	   -177	   -116	    -68	    -72
             44	  11766	   2132	   -418	   -405	   6177	    985	   -312	   -298	   -222	   -115	    -51	    -56
             45	  11686	   2024	   -382	   -380	   6162	    938	   -265	   -262	   -211	   -111	    -38	    -39
             46	  11609	   1911	   -350	   -360	   6093	    875	   -234	   -244	   -192	   -110	    -31	    -25
             47	  11585	   1817	   -310	   -323	   6092	    826	   -201	   -212	   -213	   -121	    -29	    -23
             48	  11597	   1748	   -260	   -263	   6125	    802	   -154	   -158	   -252	   -140	    -29	    -30
             49	  11582	   1690	   -203	   -194	   6122	    795	    -93	    -90	   -270	   -156	    -27	    -35
             50	  11547	   1626	   -146	   -134	   6133	    791	    -26	    -20	   -262	   -159	    -20	    -28
             51	  11545	   1550	    -94	    -89	   6162	    781	     34	     40	   -262	   -151	    -12	    -11
             52	  11530	   1468	    -46	    -53	   6171	    758	     82	     86	   -272	   -145	     -6	      2
             53	  11492	   1394	      0	    -13	   6168	    721	    117	    114	   -283	   -153	     -7	      2
             54	  11457	   1339	     48	     42	   6135	    680	    146	    137	   -284	   -175	    -12	    -12
             55	  11483	   1293	     93	    103	   6101	    649	    172	    165	   -321	   -195	    -14	    -26
             56	  11512	   1233	    130	    146	   6161	    625	    196	    199	   -358	   -195	    -10	    -22
             57	  11425	   1150	    159	    162	   6130	    594	    213	    222	   -309	   -174	      0	      2
             58	  11375	   1063	    184	    171	   6080	    547	    220	    226	   -280	   -153	     11	     25
             59	  11369	    998	    211	    197	   6067	    489	    219	    217	   -300	   -154	     15	     26
             60	  11388	    955	    240	    240	   6041	    437	    216	    209	   -334	   -172	     13	      9
             61	  11365	    909	    265	    278	   6006	    398	    218	    213	   -346	   -183	     12	     -2
             62	  11329	    842	    279	    289	   6005	    373	    227	    227	   -326	   -172	     15	      6
             63	  11296	    754	    280	    277	   6013	    352	    237	    242	   -313	   -148	     22	     28
             64	  11243	    667	    274	    262	   5997	    324	    244	    249	   -308	   -132	     27	     41
             65	  11199	    596	    265	    259	   5981	    288	    242	    244	   -304	   -135	     27	     33
             66	  11155	    537	    256	    264	   5938	    246	    232	    230	   -308	   -149	     24	     15
             67	  11193	    473	    250	    260	   5940	    201	    215	    211	   -368	   -150	     20	      7
             68	  11107	    397	    244	    243	   5908	    157	    194	    191	   -320	   -133	     19	     18
